Species,Abund,SciName,Taxa1,Taxa2,Taxa3,BM,"Birthing (1=hider, 2=follower)",Group,Threat,Temp,Rain,D,Prey,PreyOffset,PreyEst,logD,logAb,logPrey,Deer,WRSU,BioregionNo,Bioregion,Site,Site#,State,Coywolf,Period,Years,Duration,Country,Method,N,PopDens,HR,CoyoteBM,Wolf,Puma,Carnivores,Latitude,Longitude,Study,NA
"Cactus, organ pipe",NA,NA,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,312,Baja California Sur,0,Fall,1986,0.25,Mexico,Scats,76,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
"Cardon, giant",NA,Pachycereus pringlei,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,312,Baja California Sur,0,Fall,1986,0.25,Mexico,Scats,76,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Cholla,NA,NA,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,312,Baja California Sur,0,Fall,1986,0.25,Mexico,Scats,76,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Gumbo-limbo,NA,Bursera simaruba,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,312,Baja California Sur,0,Fall,1986,0.25,Mexico,Scats,76,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Mesquite,NA,Prosopis spp. ,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,312,Baja California Sur,0,Fall,1986,0.25,Mexico,Scats,76,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Palo blanco,NA,Serenoa repens,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,312,Baja California Sur,0,Fall,1986,0.25,Mexico,Scats,76,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Plum,NA,NA,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,312,Baja California Sur,0,Fall,1986,0.25,Mexico,Scats,76,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Range ratany,NA,Krameria erecta,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,312,Baja California Sur,0,Fall,1986,0.25,Mexico,Scats,76,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Vomitbush,NA,Atamisquea emarginata,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,312,Baja California Sur,0,Fall,1986,0.25,Mexico,Scats,76,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
"Beetle, darkling",NA,Tenebrionidae,Beetles,NA,Invertebrates,0.005,NA,1,0,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
Centipede,NA,NA,NA,NA,Invertebrates,0.005,NA,1,0,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
Garbage,NA,NA,NA,NA,Anthropogenic,0.1,NA,1,0,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
"Gopher, southern pocket",NA,Thomomys umbrinus,Gophers,Rodents,Mammals,0.166,NA,1,0,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
Leaf-hoppers,NA,NA,NA,NA,Invertebrates,0.001,NA,1,0,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
"Mouse, harvest",NA,Reithrodontomys spp,Mouse,Rodents,Mammals,0.0112,NA,1,0,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
"Mouse, Nelson's pocket",NA,Chaetodipus nelsoni,Mouse,Rodents,Mammals,0.0158,NA,1,0,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
Scorpions,NA,Scorpiones,Arachnids,NA,Invertebrates,0.005,NA,1,0,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
"Squirrel, spotted ground",NA,Xerospermophilus spilosoma,Squirrels,Rodents,Mammals,0.089,NA,1,0,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
Crickets,NA,Gryllidae,NA,NA,Invertebrates,0.005,NA,3,0,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
"wasps, bees, ants",NA,NA,NA,NA,Invertebrates,0.001,NA,3,0,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
"Deer, mule",NA,Odocoileus hemionus,Deer,Ungulates,Mammals,54.2126,1,3,2,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
Legume,NA,Leguminosae,Seeds,NA,Vegetation,NA,NA,NA,NA,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
Lotebush,NA,Ziziphus obtusifolia,Fruit,NA,Vegetation,NA,NA,NA,NA,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
Nightshade,NA,Solanacae,Fruit,NA,Vegetation,NA,NA,NA,NA,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
Orange,NA,Citrus sinensis,Fruit,NA,Vegetation,NA,NA,NA,NA,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
Prickly ash,NA,Zanthoxylum americanum,Foliage,NA,Vegetation,NA,NA,NA,NA,18.5,340,NA,0,0,0,NA,NA,0,Deer,Rural,10.2.4,Desert,La Soleda,447,Durango,0,Summer,2000-2001,0.5,Mexico,Scats,83,NA,NA,NA,0,0,10,25.093,-105.135555,Grajales-Tam and Gonzalez-Romero 2014,NA
"Beetle, darkling",NA,Tenebrionidae,Beetles,NA,Invertebrates,0.005,NA,1,0,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,310,Baja California Sur,0,Spring,1986,0.25,Mexico,Scats,88,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
"Mouse, Eva's desert",NA,Peromyscus eva,Mouse,Rodents,Mammals,0.022,NA,1,0,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,310,Baja California Sur,0,Spring,1986,0.25,Mexico,Scats,88,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Weevils,NA,Curculionidae,NA,NA,Invertebrates,0.001,NA,1,0,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,310,Baja California Sur,0,Spring,1986,0.25,Mexico,Scats,88,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Wood borer,NA,NA,NA,NA,Invertebrates,0.005,NA,1,0,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,310,Baja California Sur,0,Spring,1986,0.25,Mexico,Scats,88,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
"Squirrel, white-tailed antelope",NA,Ammospermophilus leucurus,Squirrels,Rodents,Mammals,0.1205,NA,3,0,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,310,Baja California Sur,0,Spring,1986,0.25,Mexico,Scats,88,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Ants,NA,Formicidae,NA,NA,Invertebrates,0.001,NA,5,0,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,310,Baja California Sur,0,Spring,1986,0.25,Mexico,Scats,88,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
"Cactus, organ pipe",NA,NA,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,310,Baja California Sur,0,Spring,1986,0.25,Mexico,Scats,88,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
"Cardon, giant",NA,Pachycereus pringlei,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,310,Baja California Sur,0,Spring,1986,0.25,Mexico,Scats,88,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Date palm,NA,Phoenix dactylifera,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,310,Baja California Sur,0,Spring,1986,0.25,Mexico,Scats,88,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Mesquite,NA,Prosopis spp. ,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,310,Baja California Sur,0,Spring,1986,0.25,Mexico,Scats,88,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Plum,NA,NA,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,310,Baja California Sur,0,Spring,1986,0.25,Mexico,Scats,88,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Range ratany,NA,Krameria erecta,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,310,Baja California Sur,0,Spring,1986,0.25,Mexico,Scats,88,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Sour pitaya,NA,Sorghum bicolor,Seeds,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,310,Baja California Sur,0,Spring,1986,0.25,Mexico,Scats,88,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Vomitbush,NA,Atamisquea emarginata,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,310,Baja California Sur,0,Spring,1986,0.25,Mexico,Scats,88,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
"Rabbit, cottontail",NA,Sylvilagus spp.,Rabbit,Lagomorphs,Mammals,1,NA,1,0,11,293,NA,0,0,0,NA,NA,0,Deer,Rural,10.1.7,Desert,Anderson Mesa,281,Arizona,0,Summer,1978,0.5,USA,Scats,102,NA,NA,NA,0,0,NA,35.04,-111.433369,Neff & Woolsey 1979,NA
Lizards,NA,NA,NA,NA,Reptiles,NA,NA,NA,NA,11,293,NA,0,0,0,NA,NA,0,Deer,Rural,10.1.7,Desert,Anderson Mesa,281,Arizona,0,Summer,1978,0.5,USA,Scats,102,NA,NA,NA,0,0,NA,35.04,-111.433369,Neff & Woolsey 1979,NA
NA,NA,NA,NA,Rodents,Mammals,0.2,NA,1,0,11,293,NA,0,0,0,NA,NA,0,Deer,Rural,10.1.7,Desert,Spider Ranch,619,Arizona,0,Summer,1970,0.25,USA,Scats,109,NA,NA,NA,0,1,7,34.666,-112.733,Small 1971,NA
NA,NA,NA,NA,NA,Vegetation,NA,NA,NA,NA,11,293,NA,0,0,0,NA,NA,0,Deer,Rural,10.1.7,Desert,Spider Ranch,619,Arizona,0,Summer,1970,0.25,USA,Scats,109,NA,NA,NA,0,1,7,34.666,-112.733,Small 1971,NA
NA,NA,NA,NA,NA,Vegetation,NA,NA,NA,NA,11,293,NA,0,0,0,NA,NA,0,Deer,Rural,10.1.7,Desert,Spider Ranch,619,Arizona,0,Summer,1970,0.25,USA,Scats,109,NA,NA,NA,0,1,7,34.666,-112.733,Small 1971,NA
Garbage,NA,NA,NA,NA,Anthropogenic,0.1,NA,1,0,13.5,167,NA,0,0,0,NA,NA,0,No deer,Wilderness,10.2.1,Desert,"Grand Wash Cliffs, Grand Canyon - North",487,Arizona,0,Spring,1975,0.083333333,USA,Scats,112,NA,NA,NA,0,1,3,36.174,-113.901,Johnson and Hansen 1977,NA
Grasshopper,NA,NA,NA,NA,Invertebrates,0.005,NA,1,0,13.5,167,NA,0,0,0,NA,NA,0,No deer,Wilderness,10.2.1,Desert,"Grand Wash Cliffs, Grand Canyon - North",487,Arizona,0,Spring,1975,0.083333333,USA,Scats,112,NA,NA,NA,0,1,3,36.174,-113.901,Johnson and Hansen 1977,NA
"Mouse, deer",NA,Peromyscus maniculatus,Mouse,Rodents,Mammals,0.0213,NA,1,0,13.5,167,NA,0,0,0,NA,NA,0,No deer,Wilderness,10.2.1,Desert,"Grand Wash Cliffs, Grand Canyon - North",487,Arizona,0,Spring,1975,0.083333333,USA,Scats,112,NA,NA,NA,0,1,3,36.174,-113.901,Johnson and Hansen 1977,NA
"Mouse, pocket",NA,Perognathus spp.,Mouse,Rodents,Mammals,0.025,NA,1,0,13.5,167,NA,0,0,0,NA,NA,0,No deer,Wilderness,10.2.1,Desert,"Grand Wash Cliffs, Grand Canyon - South",488,Arizona,0,Spring,1975,0.083333333,USA,Scats,112,NA,NA,NA,0,1,3,35.997,-113.97,Johnson and Hansen 1977,NA
"Duck, gadwall",NA,Anas strepera,Ducks,NA,Birds,0.91558,NA,3,0,13.5,167,NA,0,0,0,NA,NA,0,No deer,Wilderness,10.2.1,Desert,"Grand Wash Cliffs, Grand Canyon - South",488,Arizona,0,Spring,1975,0.083333333,USA,Scats,112,NA,NA,NA,0,1,3,35.997,-113.97,Johnson and Hansen 1977,NA
"Duck, Eurasian teal",NA,Anas crecca,Ducks,NA,Birds,0.34189,NA,4,0,13.5,167,NA,0,0,0,NA,NA,0,No deer,Wilderness,10.2.1,Desert,"Grand Wash Cliffs, Grand Canyon - North",487,Arizona,0,Spring,1975,0.083333333,USA,Scats,112,NA,NA,NA,0,1,3,36.174,-113.901,Johnson and Hansen 1977,NA
Ants,NA,Formicidae,NA,NA,Invertebrates,0.001,NA,5,0,13.5,167,NA,0,0,0,NA,NA,0,No deer,Wilderness,10.2.1,Desert,"Grand Wash Cliffs, Grand Canyon - North",487,Arizona,0,Spring,1975,0.083333333,USA,Scats,112,NA,NA,NA,0,1,3,36.174,-113.901,Johnson and Hansen 1977,NA
"Faeces, bighorn sheep",NA,NA,Faeces,NA,NA,NA,NA,NA,NA,13.5,167,NA,0,0,0,NA,NA,0,No deer,Wilderness,10.2.1,Desert,"Grand Wash Cliffs, Grand Canyon - South",488,Arizona,0,Spring,1975,0.083333333,USA,Scats,112,NA,NA,NA,0,1,3,35.997,-113.97,Johnson and Hansen 1977,NA
"Faeces, rabbit",NA,NA,Faeces,NA,NA,NA,NA,NA,NA,13.5,167,NA,0,0,0,NA,NA,0,No deer,Wilderness,10.2.1,Desert,"Grand Wash Cliffs, Grand Canyon - North",487,Arizona,0,Spring,1975,0.083333333,USA,Scats,112,NA,NA,NA,0,1,3,36.174,-113.901,Johnson and Hansen 1977,NA
Lizards,NA,NA,NA,NA,Reptiles,NA,NA,NA,NA,13.5,167,NA,0,0,0,NA,NA,0,No deer,Wilderness,10.2.1,Desert,"Grand Wash Cliffs, Grand Canyon - South",488,Arizona,0,Spring,1975,0.083333333,USA,Scats,112,NA,NA,NA,0,1,3,35.997,-113.97,Johnson and Hansen 1977,NA
NA,NA,NA,NA,Rodents,Mammals,0.2,NA,1,0,11,293,NA,0,0,0,NA,NA,0,Deer,Rural,10.1.7,Desert,Spider Ranch,618,Arizona,0,Spring,1970,0.25,USA,Scats,113,NA,NA,NA,0,1,7,34.666,-112.733,Small 1971,NA
"Deer, mule",NA,Odocoileus hemionus,Deer,Ungulates,Mammals,54.2126,1,3,2,11,293,NA,0,0,0,NA,NA,0,Deer,Rural,10.1.7,Desert,Spider Ranch,618,Arizona,0,Spring,1970,0.25,USA,Scats,113,NA,NA,NA,0,1,7,34.666,-112.733,Small 1971,NA
Juniper,NA,Juniperus californica,Fruit,NA,Vegetation,NA,NA,NA,NA,11,293,NA,0,0,0,NA,NA,0,Deer,Rural,10.1.7,Desert,Spider Ranch,618,Arizona,0,Spring,1970,0.25,USA,Scats,113,NA,NA,NA,0,1,7,34.666,-112.733,Small 1971,NA
NA,NA,NA,NA,NA,Vegetation,NA,NA,NA,NA,11,293,NA,0,0,0,NA,NA,0,Deer,Rural,10.1.7,Desert,Spider Ranch,618,Arizona,0,Spring,1970,0.25,USA,Scats,113,NA,NA,NA,0,1,7,34.666,-112.733,Small 1971,NA
NA,NA,NA,NA,NA,Reptiles,0.1,NA,1,0,11,293,NA,0,0,0,NA,NA,0,Deer,Wilderness,10.1.7,Desert,Sevilleta National Wildlife Refuge,471,New Mexico,0,Winter,1994,0.25,USA,Scats,132,NA,NA,NA,0,1,6,34.3417,-106.973318,Hernandez et al 2002,NA
Pronghorn,NA,Antilocapra americana,NA,Ungulates,Mammals,46.0829,1,4,2,11,293,NA,0,0,0,NA,NA,0,Deer,Wilderness,10.1.7,Desert,Sevilleta National Wildlife Refuge,471,New Mexico,0,Winter,1994,0.25,USA,Scats,132,NA,NA,NA,0,1,6,34.3417,-106.973318,Hernandez et al 2002,NA
Arachnids,NA,NA,NA,NA,Invertebrates,0.005,NA,1,0,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,311,Baja California Sur,0,Summer,1986,0.25,Mexico,Scats,134,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
"Rat, Merriam's kangaroo",NA,Dipodomys merriami,Kangaroo rats,Rodents,Mammals,0.042,NA,1,0,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,311,Baja California Sur,0,Summer,1986,0.25,Mexico,Scats,134,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Barrel cactus,NA,Echinocactus,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,311,Baja California Sur,0,Summer,1986,0.25,Mexico,Scats,134,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Date palm,NA,Phoenix dactylifera,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,311,Baja California Sur,0,Summer,1986,0.25,Mexico,Scats,134,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Palo blanco,NA,Serenoa repens,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,311,Baja California Sur,0,Summer,1986,0.25,Mexico,Scats,134,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Palo colorado,NA,Lysiloma candidum,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,311,Baja California Sur,0,Summer,1986,0.25,Mexico,Scats,134,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
"Beetle, darkling",NA,Tenebrionidae,Beetles,NA,Invertebrates,0.005,NA,1,0,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Weevils,NA,Curculionidae,NA,NA,Invertebrates,0.001,NA,1,0,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Wood borer,NA,NA,NA,NA,Invertebrates,0.005,NA,1,0,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Ants,NA,Formicidae,NA,NA,Invertebrates,0.001,NA,5,0,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Barrel cactus,NA,Echinocactus,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
"Cactus, organ pipe",NA,NA,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
"Cardon, giant",NA,Pachycereus pringlei,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Cholla,NA,NA,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Date palm,NA,Phoenix dactylifera,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Mesquite,NA,Prosopis spp. ,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Palo blanco,NA,Serenoa repens,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Palo colorado,NA,Lysiloma candidum,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Plum,NA,NA,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Range ratany,NA,Krameria erecta,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Sour pitaya,NA,Sorghum bicolor,Seeds,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
Vomitbush,NA,Atamisquea emarginata,Fruit,NA,Vegetation,NA,NA,NA,NA,20,200,NA,0,0,0,NA,NA,0,No deer,Rural,10.2.3,Desert,Cape region,313,Baja California Sur,0,Winter,1987,0.25,Mexico,Scats,135,NA,NA,NA,0,0,8,24.08,-110.157,Arnaud 1993,NA
"Boa, rosy",NA,Lichanura trivirgata,Snakes,NA,Reptiles,0.086,NA,1,0,20,200,NA,0,0,0,NA,NA,0.041392685,Deer,Rural,10.2.3,Desert,Vizcaino Desert,NA,Baja California Sur,0,Summer,1996-1997,0.25,Mexico,Scats,149,NA,NA,NA,0,0,5,27.6,-114.4,Grajales-Tam et al. 2003,NA
